epoch,lr,train_loss,train_acc,test_loss,test_acc
1,0.01,3.0795998573303223,0.375,103.17276000976562,0.3333333333333333
2,0.01,102.80184936523438,0.3333333333333333,87.05874633789062,0.3333333333333333
3,0.01,86.16404724121094,0.3333333333333333,16.57737922668457,0.3333333333333333
4,0.01,16.498523712158203,0.3333333333333333,5.443939208984375,0.3333333333333333
5,0.01,5.588961124420166,0.3333333333333333,11.736003875732422,0.3333333333333333
6,0.005,11.65351390838623,0.3333333333333333,13.480203628540039,0.3333333333333333
7,0.005,13.408791542053223,0.3333333333333333,3.5005712509155273,0.3333333333333333
8,0.005,3.4468817710876465,0.3333333333333333,8.024032592773438,0.3333333333333333
9,0.005,7.9322829246521,0.3333333333333333,4.680964469909668,0.6666666666666666
10,0.005,4.685924053192139,0.6666666666666666,3.7144992351531982,0.3333333333333333
