epoch,lr,train_loss,train_acc,test_loss,test_acc
1,0.01,3.0795998573303223,0.375,103.17276000976562,0.3333333333333333
2,0.01,102.80184936523438,0.3333333333333333,87.05874633789062,0.3333333333333333
3,0.01,86.16404724121094,0.3333333333333333,16.57737922668457,0.3333333333333333
4,0.01,16.498523712158203,0.3333333333333333,5.443939208984375,0.3333333333333333
5,0.01,5.588961124420166,0.3333333333333333,11.736003875732422,0.3333333333333333
6,0.01,11.65351390838623,0.3333333333333333,26.518680572509766,0.3333333333333333
7,0.01,26.240446090698242,0.3333333333333333,1.6612929105758667,0.3333333333333333
8,0.01,1.6327561140060425,0.3333333333333333,6.63264799118042,0.6666666666666666
9,0.01,6.667139053344727,0.6666666666666666,4.061639308929443,0.3333333333333333
10,0.01,4.100316047668457,0.3333333333333333,6.304477214813232,0.3333333333333333
