epoch,lr,train_loss,train_acc,test_loss,test_acc
1,0.01,3.0795998573303223,0.375,103.17276000976562,0.3333333333333333
2,0.00905463412215599,102.80184936523438,0.3333333333333333,84.71174621582031,0.3333333333333333
3,0.006579634122155991,83.84762573242188,0.3333333333333333,21.399988174438477,0.3333333333333333
4,0.0035203658778440107,21.164546966552734,0.3333333333333333,8.096978187561035,0.3333333333333333
5,0.0010453658778440107,8.084574699401855,0.3333333333333333,3.563410520553589,0.3333333333333333
6,0.01,3.5754928588867188,0.3333333333333333,23.355022430419922,0.6
7,0.00905463412215599,23.437732696533203,0.5166666666666667,17.914791107177734,0.3333333333333333
8,0.006579634122155991,17.898845672607422,0.3333333333333333,9.009488105773926,0.3333333333333333
9,0.0035203658778440107,8.917580604553223,0.3333333333333333,9.582125663757324,0.3333333333333333
10,0.0010453658778440107,9.484460830688477,0.3333333333333333,7.437946796417236,0.3333333333333333
